name,gender,wikidata,type
"Rue des Frères",,,way
"Rue des Frères Defuisseaux",,,way
"Rue des Fripiers",,,way
"Rue des Futaies",,,way
"Rue des Gades",,,way
"Rue des Gages",,,way
"Rue des Gaillers",,,way
"Rue des Genêts",,,way
"Rue des Glycines",,,way
"Rue des Grands Prés",,,way
"Rue des Groseilliers",,,way
"Rue des Guimauves",,,way
"Rue des Hiots",,,way
"Rue des Iris",,,way
"Rue des Juifs",,,way
"Rue des Kievrois",,,way
"Rue des Laminoirs",,,way
"Rue des Maraichers",,,way
"Rue des Marcottes",,,way
"Rue des Martyrs",,,way
"Rue des Moineaux",,,way
"Rue des Muguets",,,way
"Rue des Nations",,,way
"Rue des Œillets",,,way
"Rue des Orphelins",,,way
"Rue des Passages",,,way
"Rue des Patriotes",,,way
"Rue des Pensionnés",,,way
"Rue des Pierres",,,way
"Rue des Pinsons",,,way
"Rue des Postes",,,way
"Rue des Préelles",,,way
"Rue des Prés Sauvages",,,way
"Rue des Près Verts",,,way
"Rue des Prisonniers",,,way
"Rue des Produits",,,way
"Rue des Puits",,,way
"Rue des Quatres Bonniers",,,way
"Rue des Représentants",,,way
"Rue des Résistants",,,way
"Rue des Rimahans",,,way
"Rue des Robiniers",,,way
"Rue des Ropieurs",,,way
"Rue des Sables",,,way
"Rue des Sandrinettes",,,way
"Rue des Sars",,,way
"Rue des Sinistrés",,,way
"Rue des Sœurs Grises",,,way
"Rue des Sœurs Noires",,,way
"Rue des Sources",,,way
"Rue des Telliers",,,way
"Rue des Tourterelles",,,way
"Rue des Trois Boudins",,,way
"Rue des Trois Coulons",,,way
"Rue des Trois Hurées",,,way
"Rue des Tuileries",,,way
"Rue des Verts Pâturages",,,way
"Rue des Veuves",,,way
"Rue des Viaducs",,,way
"Rue des Victoria Cross",,,way
"Rue des Violettes",,,way
"Rue des Walbrées",,,way
"Rue des Wartons",,,way
"Rue du 11e Régiment d'Artillerie",,,way
"Rue du 1er Chasseur à Cheval",,,way
"Rue du 4 Août",,,way
"Rue du 6 Novembre",,,way
"Rue du 8 Mai",,,way
"Rue du Bas Chemin",,,way
"Rue du Béguinage",,,way
"Rue du Blanc Chemin",,,way
"Rue du Bois",,,way
"Rue du Bois Brulé",,,way
"Rue du Bois Là-Haut",,,way
"Rue du Bois d'Havré",,,way
"Rue du Bois d'Hayon",,,way
"Rue du Bois des Dames",,,way
"Rue du By",,,way
"Rue du Camp",,,way
"Rue du Campiau",,,way
"Rue du Canal",,,way
"Rue du Centre",,,way
"Rue du Cerisier",,,way
"Rue du Chanoine Puissant",,,way
"Rue du Chant des Oiseaux",,,way
"Rue du Chapitre",,,way
"Rue du Château",,,way
"Rue du Château Guillochain",,,way
"Rue du Chemin de Fer",,,way
"Rue du Cimetière",,,way
"Rue du Coin Vert",,,way
"Rue du Commandant Lemaire",,,way
"Rue du Comte",,,way
"Rue du Corbeau",,,way
"Rue du Couvent",,,way
"Rue du Crossage",,,way
"Rue du Curoir",,,way
"Rue du Delta",,,way
"Rue du Dépôt",,,way
"Rue du Docteur Dewez",,,way
"Rue du Docteur Jacquerye",,,way
"Rue du Docteur Liénard",,,way
"Rue du Faubourg Saint-Barthélémy",,,way
"Rue du Festinoy",,,way
"Rue du Fiesty",,,way
"Rue du Fisch Club",,,way
"Rue du Flamand",,,way
"Rue du Fort",,,way
"Rue du Fort Mahon",,,way
"Rue du Foyau",,,way
"Rue du Foyer",,,way
"Rue du Gaillardmont",,,way
"Rue du Gazomètre",,,way
"Rue du Général Leman",,,way
"Rue du Gouvernement",,,way
"Rue du Gouverneur Damoiseaux",,,way
"Rue du Grand Coron",,,way
"Rue du Grand Courant",,,way
"Rue du Grand Jour",,,way
"Rue du Grand Marais",,,way
"Rue du Grand Pays",,,way
"Rue du Grand Pont",,,way
"Rue du Grand Trait",,,way
"Rue du Grand Trait - Avenue du Champ de Bataille",,,way
"Rue du Grand Trou Oudard",,,way
"Rue du Haut Flénu",,,way
"Rue du Hautbois",,,way
"Rue du Home",,,way
"Rue du Joncquois",,,way
"Rue du Kêne à Caimont",,,way
"Rue du Levant",,,way
"Rue du Loriot",,,way
"Rue du Marais",,,way
"Rue du Marché",,,way
"Rue du Miroir",,,way
"Rue du Mont Panisel",,,way
"Rue du Mont d'Obourg",,,way
"Rue du Mouligneau",,,way
"Rue du Moulin",,,way
"Rue du Moulin Paradis",,,way
"Rue du Moulin au Bois",,,way
"Rue du Moulin d'En Haut",,,way
"Rue du Moulin d'Havré",,,way
"Rue du Moulin de Nimy",,,way
"Rue du Moulin de Spiennes",,,way
"Rue du Onze Novembre",,,way
"Rue du Parc",,,way
"Rue du Pavillon",,,relation
"Rue du Petit Champs",,,way
"Rue du Petit Harvengt",,,way
"Rue du Petit Hornu",,,way
"Rue du Petit Marais",,,way
"Rue du Petit Moulin",,,way
"Rue du Petit Spienne",,,way
"Rue du Petit Versailles",,,way
"Rue du Peuple",,,way
"Rue du Pic et Plat",,,way
"Rue du Plan Incliné",,,way
"Rue du Point du Jour",,,way
"Rue du Pont",,,way
"Rue du Pont Beumier",,,way
"Rue du Pont Canal",,,way
"Rue du Pont de Pierre",,,way
"Rue du Pont du Prince",,,way
"Rue du Portugal",,,way
"Rue du Poteau",,,way
"Rue du Pourcelet",,,way
"Rue du Progrès",,,way
"Rue du Québec",,,way
"Rue du Rapois",,,way
"Rue du Ravin",,,way
"Rue du Repos",,,way
"Rue du Rivage",,,way
"Rue du Rosaire",,,way
"Rue du Rossignol",,,way
"Rue du Rouge-Gorge",,,way
"Rue du Sable",,,way
"Rue du Saudart",,,way
"Rue du Sergent",,,way
"Rue du Square",,,way
"Rue du Temple",,,way
"Rue du Tordoir",,,way
"Rue du Tournesol",,,way
"Rue du Travail",,,way
"Rue du Trieu",,,way
"Rue du Troubliot",,,way
"Rue du Trouillon Voûté",,,way
"Rue du Village",,,way
"Rue du Waizeau",,,way
"Ruelle César",,,way
"Ruelle Coppé",,,way
"Ruelle Criez",,,way
"Ruelle Madeleine",,,way
"Ruelle Mathieu",,,way
"Ruelle Michie",,,way
"Ruelle Mortiau",,,way
"Ruelle Pecquet",,,way
"Ruelle Plaquette",,,way
"Ruelle Saint-Léonard",,,way
"Ruelle Saint-Roch",,,way
"Ruelle Spira",,,way
"Ruelle Victor Maistriaux",,,way
"Ruelle à Vaches",,,way
"Ruelle aux Quinettes",,,way
"Ruelle aux loups",,,way
"Ruelle des Hiots",,,way
"Ruelle des Pêcheurs",,,way
"Ruelle du Progrès",,,way
"Ruelle du Repos",,,way
"Ruelle du cerf blanc",,,way
"Sentier Cavenaile",,,way
"Sentier Hubert",,,way
"Sentier Mabille",,,way
"Sentier Malaquin",,,way
"Sentier Moncoureur",,,way
"Sentier Sebille",,,way
"Sentier de Valenciennes",,,way
"Sentier de Villers",,,way
"Sentier de l'Héribus",,,way
"Sentier de la Croix Blanche",,,way
"Sentier de la Gare",,,way
"Sentier de la Garenne",,,way
"Sentier de la Grande Bruyère",,,way
"Sentier de la Soupe Populaire",,,way
"Sentier des Borraines",,,way
"Sentier des Buses",,,way
"Sentier des Derrières",,,way
"Sentier des Gaillies",,,way
"Sentier des Gendarmes",,,way
"Sentier des Maraichers",,,way
"Sentier des Morts",,,way
"Sentier des Pendants",,,way
"Sentier des Planches",,,way
"Sentier des Rogneaux",,,way
"Sentier des Vaches",,,way
"Sentier du Coq",,,way
"Sentier du Vicaire",,,way
"Square Europe",,,way
"Square Franklin Delano Roosevelt",,,way
"Square Saint-Germain",,,way
"Square de la Résistance",,,way
"Square du Château",,,way
"Venelle Charles Garforth",,,way
"Venelle Ernest Alexander",,,way
"Vieille chaussée de Maubeuge",,,way
"Vieux Chemin de Binche",,,way
"Vieux Chemin de Givry",,,way
"Vieux Chemin de Valenciennes",,,way
"Voie Américaine",,,way
"Voie Berthe",,,way
"Voie Jean Botte",,,way
"Voie de Wasmes",,,way
